BRANCH_ID|CUST_SHIP_ID|CUST_NAME|CUST_ADDR1|CUST_ADDR2|CUST_CITY|CUST_POSTAL_CODE|CUST_TYPE_ID|CUST_SHIP_ID_ORACLE|
27||APT KIMIA FARMA ECHO BEACH|APT KIMIA FARMA ECHO BEACH||BADUNG||A1|330568|
27||APT KIMIA FARMA ECHO BEACH|APT KIMIA FARMA ECHO BEACH||BADUNG||A1|344314|
27||APT KIMIA FARMA ECHO BEACH|APT KIMIA FARMA ECHO BEACH||BADUNG||D1|330568|
27||APT KIMIA FARMA ECHO BEACH|APT KIMIA FARMA ECHO BEACH||BADUNG||D1|344314|
22|2212142|APT KIMIA FARMA GALUH MAS 2|RUKO COURTYARD BLOK VII-A NO. 16C GALUH MAS DS. PUSEURJAYA KEC. TELUKJAMBE TIMUR||KAB. KARAWANG||A1|233367|
27||APT KIMIA FARMA GUNUNG SANGHYANG 2|APT KIMIA FARMA GUNUNG SANGHYANG 2||BADUNG||A1|344289|
27||APT KIMIA FARMA GUNUNG SANGHYANG 2|APT KIMIA FARMA GUNUNG SANGHYANG 2||BADUNG||D1|344289|
22||APT KIMIA FARMA JATISARI|JL. JATISARI DUSUN KERTAMULYA RT.001 RW.001 KEL. BALONGGANDU KEC. JATISARI||KAB. KARAWANG||A1|333338|
27||APT KIMIA FARMA KARTIKA PLAZA 2|APT KIMIA FARMA KARTIKA PLAZA 2||BADUNG||A1|344212|
27||APT KIMIA FARMA KARTIKA PLAZA 2|APT KIMIA FARMA KARTIKA PLAZA 2||BADUNG||D1|344212|
27||APT KIMIA FARMA KEDONGANAN|APT KIMIA FARMA KEDONGANAN||BADUNG||A1|344250|
27||APT KIMIA FARMA KEDONGANAN|APT KIMIA FARMA KEDONGANAN||BADUNG||D1|344250|
27||APT KIMIA FARMA KEROBOKAN|APT KIMIA FARMA KEROBOKAN||BADUNG||A1|350824|
27||APT KIMIA FARMA KEROBOKAN|APT KIMIA FARMA KEROBOKAN||BADUNG||D1|350824|
22|2212145|APT KIMIA FARMA KERTABUMI NEW|JL. KERTABUMI KEL. KARAWANG KULON KEC. KARAWANG BARAT||KAB. KARAWANG||A1|233370|
43|4302787|APT KIMIA FARMA KETANGGUNGAN|JL. JEND SUDIRMAN KETANGGUNGAN - BREBES||BREBES||A1|244163|
31|3106798|APT KIMIA FARMA LANDASAN ULIN|(KF-LANDASAN ULIN ) JL. A. YANI KM 27 RT.01 RW.08 KEL LANDASAN ULIN||BANJARBARU||A1|320021|
31|3106798|APT KIMIA FARMA LANDASAN ULIN|(KF-LANDASAN ULIN ) JL. A. YANI KM 27 RT.01 RW.08 KEL LANDASAN ULIN||BANJARBARU||D1|320021|
37|3704374|APT KIMIA FARMA LUBUK PAKAM|JL.BAKARAN BATU KEL.DESA LUBUK PAKAM||LUBUK PAKAM||D1|285641|
37|3704202|APT KIMIA FARMA M ZEIN HAMID|JL.M.ZEIN.HAMID NO.52.A KOMP FLORA KUNING MAS||MEDAN||A1|285357|
37|3704202|APT KIMIA FARMA M ZEIN HAMID|JL.M.ZEIN.HAMID NO.52.A KOMP FLORA KUNING MAS||MEDAN||D1|285357|
50|5003340|APT KIMIA FARMA MADIUN 2|JL SETIA BUDI NO 83 MADIUN||MADIUN||A1|270009|
50|5003340|APT KIMIA FARMA MADIUN 2|JL SETIA BUDI NO 83 MADIUN||MADIUN||D1|270009|
50|5003230|APT KIMIA FARMA MADIUN BARU|JL TRUNOJOYO NO 73 MADIUN||MADIUN||A1|269987|
48|4801431|APT KIMIA FARMA MAUMERE|JLN. ANGGREK PERUMNAS MAUMERE||MAUMERE||A1|325502|
48|4801431|APT KIMIA FARMA MAUMERE|JLN. ANGGREK PERUMNAS MAUMERE||MAUMERE||D1|325502|
43|4302432|APT KIMIA FARMA MEJASEM|JL. PALA RAYA RUKO MEJASEM 4-5 RT 07/16 MEJASEM||KAB. TEGAL||A1|244142|
27||APT KIMIA FARMA MELASTI|APT KIMIA FARMA MELASTI||BADUNG||A1|344227|
27||APT KIMIA FARMA MELASTI|APT KIMIA FARMA MELASTI||BADUNG||D1|344227|
27||APT KIMIA FARMA MONANG-MANING|APT KIMIA FARMA MONANG-MANING||DENPASAR||D1|344292|
27||APT KIMIA FARMA MONANG-MANING 2|APT KIMIA FARMA MONANG-MANING 2||DENPASAR||A1|344299|
27||APT KIMIA FARMA MONANG-MANING 2|APT KIMIA FARMA MONANG-MANING 2||DENPASAR||D1|344299|
27||APT KIMIA FARMA NAKULA|APT KIMIA FARMA NAKULA||BADUNG||A1|344327|
27||APT KIMIA FARMA NAKULA|APT KIMIA FARMA NAKULA||BADUNG||D1|339116|
27||APT KIMIA FARMA NAKULA|APT KIMIA FARMA NAKULA||BADUNG||D1|344327|
27||APT KIMIA FARMA NANGKA UTARA|APT KIMIA FARMA NANGKA UTARA||DENPASAR||A1|301677|
27||APT KIMIA FARMA NANGKA UTARA|APT KIMIA FARMA NANGKA UTARA||DENPASAR||A1|344221|
27||APT KIMIA FARMA NANGKA UTARA|APT KIMIA FARMA NANGKA UTARA||DENPASAR||D1|301677|
50|5003334|APT KIMIA FARMA NGAWI|JL DR WAHIDIN NO 46 NGAWI||NGAWI||A1|270008|
27||APT KIMIA FARMA NO 192 GUNUNG SANGIANG|APT KIMIA FARMA NO 192 GUNUNG SANGIANG||DENPASAR||A1|344279|
53||APT KIMIA FARMA NO 230 PANBIL|KOMP. RUKO PANBIL MALL BLOK A NO 05 KEL. MUKA KUNING KEC. SEI BEDUK||BATAM||A1|349719|
53||APT KIMIA FARMA NO 230 PANBIL|KOMP. RUKO PANBIL MALL BLOK A NO 05 KEL. MUKA KUNING KEC. SEI BEDUK||BATAM||D1|349719|
27||APT KIMIA FARMA NO. 154|APT KIMIA FARMA NO. 154||DENPASAR||A1|349774|
27||APT KIMIA FARMA NO. 154|APT KIMIA FARMA NO. 154||DENPASAR||D1|349774|
27||APT KIMIA FARMA NO. 155|APT KIMIA FARMA NO. 155||DENPASAR||A1|344318|
27||APT KIMIA FARMA NO. 276 MANYAR|APT KIMIA FARMA NO. 276 MANYAR||DENPASAR||D1|344436|
27||APT KIMIA FARMA NO. 286 PADANG ASRI|APT KIMIA FARMA NO. 286 PADANG ASRI||DENPASAR||A1|350827|
27||APT KIMIA FARMA NO. 376 TANJUNG BENOA|APT KIMIA FARMA NO. 376 TANJUNG BENOA||BADUNG||A1|344377|
27||APT KIMIA FARMA NO. 376 TANJUNG BENOA|APT KIMIA FARMA NO. 376 TANJUNG BENOA||BADUNG||D1|329376|
27||APT KIMIA FARMA NO. 376 TANJUNG BENOA|APT KIMIA FARMA NO. 376 TANJUNG BENOA||BADUNG||D1|344377|
37|3704269|APT KIMIA FARMA NO.162|JL.KARTINI NO.19||P.SIANTAR||A1|285620|
37|3704269|APT KIMIA FARMA NO.162|JL.KARTINI NO.19||P.SIANTAR||D1|285620|
27||APT KIMIA FARMA NO.200 TOHPATI|APT KIMIA FARMA NO.200 TOHPATI||DENPASAR||A1|344183|
27||APT KIMIA FARMA NO.200 TOHPATI|APT KIMIA FARMA NO.200 TOHPATI||DENPASAR||D1|344183|
37|3704196|APT KIMIA FARMA NO.428 J.CITY|JL.KARYA WISATA J.SQUARE B3||MEDAN||D1|285613|
27||APT KIMIA FARMA NO.642 DANAU TAMBLINGAN|APT KIMIA FARMA NO.642 DANAU TAMBLINGAN||DENPASAR||A1|350834|
27||APT KIMIA FARMA NO.66|APT KIMIA FARMA NO.66||DENPASAR||A1|344157|
27||APT KIMIA FARMA NO.66|APT KIMIA FARMA NO.66||DENPASAR||D1|344157|
37|3704268|APT KIMIA FARMA NO.85|JL.DIPONEGORO NO.15/87||P.SIANTAR||D1|285619|
21||APT KIMIA FARMA OTISTA|JL OTTO ISKANDAR DINATA NO 83||SUKABUMI||A1|279300|
38|3803525|APT KIMIA FARMA P. KERINCI|JL. MAHARAJA INDRA NO. 289-290 PANGKALAN KERINCI||KERINCI||A1|288038|
38|3803525|APT KIMIA FARMA P. KERINCI|JL. MAHARAJA INDRA NO. 289-290 PANGKALAN KERINCI||KERINCI||D1|288038|
27||APT KIMIA FARMA PADANG LUWIH|APT KIMIA FARMA PADANG LUWIH||BADUNG||A1|329370|
27||APT KIMIA FARMA PADANG LUWIH|APT KIMIA FARMA PADANG LUWIH||BADUNG||A1|344322|
27||APT KIMIA FARMA PADANG LUWIH|APT KIMIA FARMA PADANG LUWIH||BADUNG||D1|329370|
27||APT KIMIA FARMA PADANG LUWIH|APT KIMIA FARMA PADANG LUWIH||BADUNG||D1|344322|
27||APT KIMIA FARMA PADMA|APT KIMIA FARMA PADMA||BADUNG||D1|344246|
43|4302727|APT KIMIA FARMA PAGONGAN|JL RAYA PAGONGAN - DUKUHTURI||TEGAL||A1|244161|
50|5003377|APT KIMIA FARMA PAHLAWAN|JL PAHLAWAN NO 60 A MADIUN||MADIUN||A1|270011|
27||APT KIMIA FARMA PAKERISAN|APT KIMIA FARMA PAKERISAN||DENPASAR||A1|350807|
27||APT KIMIA FARMA PAKERISAN|APT KIMIA FARMA PAKERISAN||DENPASAR||D1|350807|
38|3803720|APT KIMIA FARMA PANAM 3|JL. HR. SOEBRANTAS NO. 001-002||PEKANBARU||A1|288042|
38|3803720|APT KIMIA FARMA PANAM 3|JL. HR. SOEBRANTAS NO. 001-002||PEKANBARU||D1|288042|
27||APT KIMIA FARMA PANTAI KUTA|APT KIMIA FARMA PANTAI KUTA||BADUNG||A1|321564|
27||APT KIMIA FARMA PANTAI KUTA|APT KIMIA FARMA PANTAI KUTA||BADUNG||D1|321564|
27||APT KIMIA FARMA PANTAI KUTA|APT KIMIA FARMA PANTAI KUTA||BADUNG||D1|344218|
27||APT KIMIA FARMA PATIH JELANTIK|APT KIMIA FARMA PATIH JELANTIK||BADUNG||A1|321572|
27||APT KIMIA FARMA PATIH JELANTIK|APT KIMIA FARMA PATIH JELANTIK||BADUNG||A1|344231|
27||APT KIMIA FARMA PATIH JELANTIK|APT KIMIA FARMA PATIH JELANTIK||BADUNG||D1|321572|
27||APT KIMIA FARMA PATIH JELANTIK|APT KIMIA FARMA PATIH JELANTIK||BADUNG||D1|344231|
49||APT KIMIA FARMA PEL RSPB|JL.SYECH YUSUF NO 09 KENDARI||KENDARI||A1|322092|
49||APT KIMIA FARMA PEL RSPB|JL.SYECH YUSUF NO 09 KENDARI||KENDARI||D1|322092|
43|4301233|APT KIMIA FARMA PEMALANG|JL. A YANI UTARA NO. 39||PEMALANG||A1|244139|
43|4301233|APT KIMIA FARMA PEMALANG|JL. A YANI UTARA NO. 39||PEMALANG||D1|244139|
27||APT KIMIA FARMA PEPITO AYANA|APT KIMIA FARMA PEPITO AYANA||BADUNG||A1|344240|
27||APT KIMIA FARMA PEPITO AYANA|APT KIMIA FARMA PEPITO AYANA||BADUNG||D1|344240|
27||APT KIMIA FARMA PEPITO CANGGU|APT KIMIA FARMA PEPITO CANGGU||BADUNG||A1|344305|
27||APT KIMIA FARMA PEPITO CANGGU|APT KIMIA FARMA PEPITO CANGGU||BADUNG||D1|344305|
27||APT KIMIA FARMA PEPITO GWK|APT KIMIA FARMA PEPITO GWK||BADUNG||A1|344271|
27||APT KIMIA FARMA PEPITO GWK|APT KIMIA FARMA PEPITO GWK||BADUNG||D1|344271|
27||APT KIMIA FARMA PEPITO SILIGITA|APT KIMIA FARMA PEPITO SILIGITA||BADUNG||A1|344263|
27||APT KIMIA FARMA PEPITO SILIGITA|APT KIMIA FARMA PEPITO SILIGITA||BADUNG||D1|344263|
22||APT KIMIA FARMA PERUMNAS|JL. RAYA PERUMNAS KOMPLEK PERUMAHAN BUMI TELUKJAMBE BLOK H NO. 20 KEL. SUKALUYU KEC. TELUK JAMBE TIMUR||KAB. KARAWANG||A1|337136|
50|5003345|APT KIMIA FARMA PONOROGO|JL JENDRAL SUDIRMAN NO 9 PONOROGO||PONOROGO||A1|270010|
50|5003608|APT KIMIA FARMA PONOROGO 2|JL SULTAN AGUNG NO 63 PONOROGO||PONOROGO||A1|270012|
50|5003608|APT KIMIA FARMA PONOROGO 2|JL SULTAN AGUNG NO 63 PONOROGO||PONOROGO||D1|270012|
27||APT KIMIA FARMA POPULAR BATUBELIG|APT KIMIA FARMA POPULAR BATUBELIG||BADUNG||A1|344229|
27||APT KIMIA FARMA POPULAR BATUBELIG|APT KIMIA FARMA POPULAR BATUBELIG||BADUNG||D1|344229|
22|2212249|APT KIMIA FARMA PURWAKARTA|JL. VETERAN NO. 152 KEL. NAGRIKALER KEC. PURWAKARTA||KAB. PURWAKARTA||A1|233398|
37|3704331|APT KIMIA FARMA R.PRAPAT|JL.SM.RAJA NO.102 BAKARAN BATU||R.PRAPAT||D1|285640|
37|3704204|APT KIMIA FARMA RING ROAD|JL.GAGAK HITAM NO.10.C RING ROAD||MEDAN||D1|285617|
31||APT KIMIA FARMA RTA MILONO|JL RTA MILONO KM 3.5||PALANGKA RAYA||A1|322257|
31||APT KIMIA FARMA RTA MILONO|JL RTA MILONO KM 3.5||PALANGKA RAYA||D1|322257|
27||APT KIMIA FARMA SEMEBAUNG|APT KIMIA FARMA SEMEBAUNG||GIANYAR||A1|344343|
27||APT KIMIA FARMA SEMPIDI|APT KIMIA FARMA SEMPIDI||BADUNG||A1|329374|
27||APT KIMIA FARMA SEMPIDI|APT KIMIA FARMA SEMPIDI||BADUNG||A1|344186|
27||APT KIMIA FARMA SEMPIDI|APT KIMIA FARMA SEMPIDI||BADUNG||D1|329374|
27||APT KIMIA FARMA SEMPIDI|APT KIMIA FARMA SEMPIDI||BADUNG||D1|344186|
51||APT KIMIA FARMA SIMPANG RIMBO|[KF SIMP. RIMBO] JL. PATTIMURA RT. 02 KEL KENALI BESAR KEC. ALAM BARAJO||KOTA JAMBI||A1|296323|
23||APT KIMIA FARMA SINDANG LAUT|JL. MT HARYONO DUSUN II RT 006 RW 002 DESA CIPEUJEH WETAN (KF SINDANG LAUT)||KAB. CIREBON||A1|283005|
23||APT KIMIA FARMA SINDANG LAUT|JL. MT HARYONO DUSUN II RT 006 RW 002 DESA CIPEUJEH WETAN (KF SINDANG LAUT)||KAB. CIREBON||D1|283005|
27||APT KIMIA FARMA SINGARAJA II|APT KIMIA FARMA SINGARAJA II||BULELENG||A1|344210|
27||APT KIMIA FARMA SINGARAJA II|APT KIMIA FARMA SINGARAJA II||BULELENG||D1|344210|
43|4302308|APT KIMIA FARMA SLAWI|JL. DR. SOETOMO NO. 54||KAB. TEGAL||D1|244140|
37|3704321|APT KIMIA FARMA SM RAJA R.PRAPAT|JL.SM RAJA NO.117||R.PRAPAT||D1|285639|
48|4801415|APT KIMIA FARMA SOE|JLN. GAJAH MADA||SOE||A1|325500|
48|4801415|APT KIMIA FARMA SOE|JLN. GAJAH MADA||SOE||D1|325500|
25|2503187|APT KIMIA FARMA SRAGEN 212|JL.SUKOWATI NO.440-A. KEC.SRAGEN||SRAGEN||D1|257183|
27||APT KIMIA FARMA SUNSET ROAD|APT KIMIA FARMA SUNSET ROAD||BADUNG||A1|344235|
27||APT KIMIA FARMA SUNSET ROAD|APT KIMIA FARMA SUNSET ROAD||BADUNG||D1|344235|
27||APT KIMIA FARMA TABANAN III|APT KIMIA FARMA TABANAN III||TABANAN||A1|350805|
27||APT KIMIA FARMA TABANAN IV|APT KIMIA FARMA TABANAN IV||TABANAN||A1|344309|
31|3106800|APT KIMIA FARMA TANJUNG|JL IR PH M NOOR RT.02 KEC MBU'UN||TANJUNG||D1|320037|
37|3704220|APT KIMIA FARMA TASBIH|JL.KAKTUS RAYA BLOK J NO.2||MEDAN||D1|285618|
48|4801391|APT KIMIA FARMA TDM|JL. BUNDARAN PU RT: 013 RW: 04 TDM||KUPANG||A1|325499|
48|4801391|APT KIMIA FARMA TDM|JL. BUNDARAN PU RT: 013 RW: 04 TDM||KUPANG||D1|325499|
51||APT KIMIA FARMA THEHOK|[KF THEHOK] JL. JENDRAL SUDIRMAN NO. 27-28 KEL. TAMBAK SARI KEC. JAMBI SELATAN||KOTA JAMBI||A1|332509|
27||APT KIMIA FARMA TUKAD YEH AYA|APT KIMIA FARMA TUKAD YEH AYA||DENPASAR||A1|344261|
27||APT KIMIA FARMA TUKAD YEH AYA|APT KIMIA FARMA TUKAD YEH AYA||DENPASAR||D1|344261|
27||APT KIMIA FARMA UBUD 3 HANOMAN|APT KIMIA FARMA UBUD 3 HANOMAN||GIANYAR||A1|344335|
27||APT KIMIA FARMA ULUWATU UNGASAN|APT KIMIA FARMA ULUWATU UNGASAN||BADUNG||D1|329532|
27||APT KIMIA FARMA ULUWATU UNGASAN|APT KIMIA FARMA ULUWATU UNGASAN||DENPASAR||A1|344364|
27||APT KIMIA FARMA ULUWATU UNGASAN|APT KIMIA FARMA ULUWATU UNGASAN||DENPASAR||D1|344364|
27||APT KIMIA FARMA UMALAS|APT KIMIA FARMA UMALAS||BADUNG||A1|329364|
27||APT KIMIA FARMA UMALAS|APT KIMIA FARMA UMALAS||BADUNG||A1|344361|
27||APT KIMIA FARMA UMALAS|APT KIMIA FARMA UMALAS||BADUNG||D1|329364|
27||APT KIMIA FARMA UMALAS|APT KIMIA FARMA UMALAS||BADUNG||D1|344361|
33|3302105|APT KINANTHI CARE|JL SINYO HARRY SARUNDAJANG KELURAHAN MANEMBO-NEMBO ATAS||BITUNG||A1|306063|
27||APT KINASIH JAYA FARMA|JL. GUNUNG LEMPUYANG 48 B||DENPASAR||A1|330841|
33|3301745|APT KINDHALI MEDIKA|JL. RAYA LIMBOTO NO.72||LIMBOTO||A1|305988|
31|3100277|APT KINIBALU|JL KINIBALU NO.35||BANJARMASIN||A1|319426|
50|5003642|APT KIRANA|JL. KH WAHID HASYIM NO.70||KEDIRI||A1|270503|
03|310671|APT KIRANA FARMA|JL. PULO RIBUNG RAYA BB 46A NO.9 KEL. PEKAYON JAYA KEC. BEKASI SELATAN||||A1|6325|
27||APT KIRANA FARMA|JL. RAYA DIPONEGORO NO.6||DENPASAR||A1|296074|
51|5101612|APT KIRANI FARMA|JL. IMAM BONJOL NO.001 RT.01 KEL TANJAB TIMUR MUARA SABAK BARAT||TANJAB TIMUR||A1|292769|
51|5101676|APT KIRANI FARMA 2|JL. PAHLAWAN NO.008 KEL. WIROTHO AGUNG KEC. RIMBO BUJANG||MUARA TEBO||A1|292896|
31|3106920|APT KITA|JL PUTRI JUNJUNG BUIH NO.18 RT.003 RW.001||BANJARBARU||A1|320128|
37|3703927|APT KITA|JL. H.O.S. COKROAMINOTO NO.113||LUBUK PAKAM||A1|285870|
51|5101459|APT KITA|JL. JEND. SUDIRMAN NO.17 RT.33 KEL. THE HOK KEC. JAMBI SELATAN||JAMBI||A1|292673|
43|4301590|APT KITA|JL. RAYA DEPAN PASAR WONOPRINGGO||PEKALONGAN||A1|243900|
34|3402739|APT KITA|JL. TEUKU UMAR NO. 93 PENENGAHAN TANJUNG KARANG PUSAT||BANDAR LAMPUNG||A1|301432|
37||APT KITA FARMA|JL.SULTAN HASANUDDIN NO.23 KEC.BINJAI KOTA||BINJAI||A1|293442|
31|3106596|APT KITA SEHAT|JL CEMPAKA RAYA KEL TELAGA BIRU KEC BANJARMASIN BARAT||BANJARMASIN||A1|319591|
01||APT KITA SEHAT (PENJARINGAN)|KIOS APARTEMEN LAGUNA TOWER A-1-48 JL PLUIT TIMUR BLOK MM||PENJARINGAN||A1|351019|
27||APT KITA SIDHIKARYA|JL. NGURAH RAI NO.80. KEDIRI. TABANAN||TABANAN||A1|326983|
35|3504581|APT KITO|JL. KH. WAHID HASYIM NO.433 RT 42 / RW 12 KEL 3-4ULU KEC. SEBERANG ULU I||PALEMBANG||A1|299244|
51|5100418|APT KITO|JL. PANGERAN DIPONEGORO NO.152 RT/08 KEC.JAMBI TIMUR||JAMBI||A1|292743|
22|2211279|APT KIWI|JL. KAYU AMBON NO.44 RT.001 RW.012 DS. LEMBANG KEC. LEMBANG||BANDUNG BARAT||A1|234986|
34|3402997|APT KJ FARMA|JL. A. YANI NO.182 SIDOHARJO PRINGSEWU||PRINGSEWU||A1|301408|
22||APT KK MEDIKA|JL. CIWASTRA NO. 181 RT.006 RW.008 KEL. MEKARJAYA KEC. RANCASARI||KOTA BANDUNG||A1|375759|
24|2411109|APT KLINIEKEN|JL. KEBONHARJO RT.006 RW.007||SEMARANG||A1|248441|
31|3106694|APT KLINIK AL KAUTSAR|JL. PROPINSI KM.165 NO.281 DESA MAKMUR MULYA KEC.SATUI KAB TANAH BUMBU||TANAH BUMBU||A1|319695|
25|2505194|APT KLINIK PRATAMA RAWAT INAP SUMBER WARAS|JL. PANTARAN KM.1 GLADAKSARI AMPEL||BOYOLALI||A1|256907|
48||APT KLINIK PRATAMA RAWAT JALAN &quot;YENNY&quot;|JL. WAE CES RT: 009 RW: 004 KEL. MBAUMUKU KEC. LANGKE REMBONG||MANGGARAI||A1|333956|
22||APT KOJA|JL. TERUSAN PASIR KOJA NO. 118 RT.002 RW.006 KEL. JAMIKA KEC. BOJONGLOA KALER||KOTA BANDUNG||A1|276313|
38|3803648|APT KOJA FARMA|JL. PAUS NO. 99||PEKANBARU||A1|288214|
51|5101721|APT KOLIM JAYA|JL. SKRD. SYAHBUDDIN NO.53C RT.04 KEL. MAYANG MANGURAI KEC. ALAM BAR||JAMBI||A1|292699|
31|3106745|APT KOMPLEK 10|JL KELAYAN B KOMPLEK 10 RUKO NO.5 RT.13||BANJARMASIN||A1|319661|
37|3704155|APT KOMPLIT|JL. KARYA WISATA MEDAN JOHOR||MEDAN||A1|285833|
22||APT KOMPLIT AKBAR FARMA|KP. WARUNG DOMBA NO. 335 RT.003 RW.005 DESA MANDALAMUKTI KEC. CIKALONGWETAN||KAB. BANDUNG BARAT||R3|246170|
48|4800745|APT KOMPLIT FARMA|JL. BEI ABUK BETUN NO.14 MALAKA TENGAH||BETUN||A1|325688|
43|4302357|APT KONDANG WARAS|JL. DR. CIPTO NO.80||PEKALONGAN||A1|243657|
51|5101576|APT KOPKAR ENERGI|JL. PROF. M. YAMIN RT. 29 KEL. LEBAK BANDUNG||JAMBI||A1|292732|
22|2204163|APT KOSAMBI|JL. JEND. A.YANI NO. 172||BANDUNG||A1|233391|
43|4301016|APT KOTA BATIK|JL. GATOT SUBROTO NO 127||PEKALONGAN||A1|243952|
37||APT KRAKATAU|JL.KRAKATAU NO.64 A||MEDAN||A1|293354|
27||APT KRISNA FARMA|JL. PULAU GALANG NO. 205||DENPASAR||A1|282666|
48|4800479|APT KRISTAL FARMA|JL. JEND. SUDIRMAN NO. 125 B||KUPANG||D1|325457|
48|4800479|APT KRISTAL FARMA|JL. JEND. SUDIRMAN NO. 125 B||KUPANG||D1|325459|
22|2212302|APT KS FARMA|JL. CIPAMOKOLAN CIPTA PESONA NO. B18 RT.04 RW.06 KEL. CIPAMOKOLAN KEC. RANCASARI||KOTA BANDUNG||A1|232991|
51|5100388|APT KUNINGAN|JL.KOL.POL.Z.ABIDIN NO.34||JAMBI||A1|292740|
01|728|APT KUNINGAN (Setiabudi)|JL KARET BESAR NO.29||KARET||A1|194405|
37||APT KUNTORO|JL.SAKTI LUBIS NO.1 SIMPANG LIMUN||MEDAN||A1|377976|
48|4801218|APT KUPANG GRAHA MEDIKA|JL. BUNDARAN PU RT.08 RW.02||KUPANG||A1|325427|
27||APT KURNIA|JL. GUNUNG AGUNG NO.58||TABANAN||A1|283152|
38|3801986|APT KURNIA|JL. SULTAN SYARIF QASIM NO. 10||DUMAI||A1|288321|
27|2701831|APT KURNIA FARMA|JL KUSUMA YUDA NO.28 B||BANGLI||A1|273070|
37|3700585|APT KURNIA FARMA|JL. KARYA WISATA NO. 91||MEDAN||A1|285102|
37|3700990|APT KURNIA FARMA|JL. SISINGAMANGARAJA NO. 226||TARUTUNG||A1|285483|
38|3801986|APT KURNIA FARMA|JL. SULTAN SYARIF QASIM NO. 317||DUMAI||A1|288555|
27||APT KURNIA FARMA SEHAT|JL. MERTASARI NO.2 H||DENPASAR||A1|376196|
22||APT KURNIA FARMA SEHAT II|JL. SANGGAR KENCANA UTAMA NO. 1 RT. 04 RW. 03 KEL. JATISARI KEC. BUAHBATU||KOTA BANDUNG||A1|282874|
22|2212207|APT KURNIA SARI|JL. H. DARHAM KP. CIKOPO RT.001 RW.007 DESA TENJOLAYA KEC. CICALENGKA||KAB. BANDUNG||A1|233654|
51|5101798|APT KURNIA SEHAT|JL. PAKUBUWONO NO.007 PASAR LUBUK LANDAI KEC. TANAH SEPENGGAL||MUARA BUNGO||A1|292863|
31|3103521|APT KUSUMA|JL. A. YANI KM 34 NO.24 RT.005/001 KEL.GUNTUNG PAIKAT||BANJARBARU||A1|319876|
43|4302671|APT KUSUMA|JL. RAYA PASAR GONDANG DESA GONDANG RT.01/RW.01 TAMAN||PEMALANG||A1|244347|
48|4800474|APT KUSUMA AGUNG|KOMPLEK PERTOKOAN BAJAWA NO. 04||BAJAWA||A1|325456|
48|4801032|APT L3 FARMA|JL. YOS SUDARSO RT.005 RW.005 KEL. WAIROTANG||SIKKA||A1|325380|
30|3001848|APT LA TAHZAN FARMA|JL. CIPTOMANGUNKUSUMO RT 04 NO. 2||PASER||A1|318041|
37|3702761|APT LAKSANA|JL. LAKSANA NO.17-C||MEDAN||A1|285326|
31||APT LALLYSA FARMA|JL MASJID JAMI NO 29 RT 3 KEL ANTASAN KECIL TIMUR||BANJARMASIN||A1|325985|
31|3106914|APT LAMBUNG MANGKURAT MEDICAL CENTRE (LMMC)|JL.BRIGJEN H.HASAN BASRI (KOMP.UNLAM)||BANJARMASIN||A1|320126|
31||APT LAMBUNG MANGKURAT MEDICAL CENTRE (LMMC)|JL.BRIGJEN H.HASAN BASRI (KOMP.UNLAM)||BANJARMASIN||A1|381391|
37|3702651|APT LAMGABE II|JL. MEDAN - TEBING TINGGI SP MATAPAO TELUK MENGKUDU||SERDANG BEDAGAI||A1|285611|
37|3701007|APT LAMHOT FARMA|JL. SISINGAMANGARAJA NO.17||TAPANULI||A1|285504|
50|5003734|APT LANCAR FARMA|JL.PANGLIMA SUDIRMAN NO 67 TULUNGAGUNG||TULUNGAGUNG||A1|270263|
43|4301018|APT LANGGENG WARAS|JL. DR. SUTOMO NO. 106 LIMPUNG||PEKALONGAN||A1|243970|
31|3104847|APT LARIS|JL. ANGGREK NO.02 KEL. SELAT HILIR KEC. SELAT||KAPUAS||A1|319515|
49|4900689|APT LASANDARA|JL. LASANDARA NO. 193||KENDARI||A1|313134|
49|4901191|APT LASER JAYA FARMA|JL.POROS KENDARI-PENGGALUKU DESA LEBO JAYA||KENDARI||A1|313083|
27||APT LATU FORTE|JL. PUSPA RASTI NOMOR 12. BANJAR DIRGAHAYU||BADUNG||A1|375856|
34|3404201|APT LAUDA|JL. MELATI III NO.261 PRINGOMBO||PRINGSEWU||A1|300516|
31|3100972|APT LAYLA|JL. PUTRI JUNJUNG BUIH NO. 3||BANJAR BARU||A1|319922|
34|3404081|APT LEC|JL. SULTAN AGUNG KOMPLEK RUKO SENTRA NIAGA NO.13-15 RT.005||BANDAR LAMPUNG||R1|300566|
41|4102950|APT LEGOWO|JL. GAJAH MADA 187 RAMBIPUJI||JEMBER||A1|275738|
48|4801301|APT LEIRA FARMA|JL. FRANS NALA RT.007 RW.002 COWANG DERENG||KOMODO - MANGGARAI BARAT||A1|325538|
48|4801125|APT LENGKAP|JL. AINIBA RAYA I NO.1 RT.023 RW.007 KEL. NEFONAEK - KOTA LAMA||KUPANG||A1|325440|
38|3801042|APT LESTARI|JL.JEND SUDIRMAN NO.215 A||DUMAI||A1|288432|
27||APT LESTARI JAYA|JL. FLAMBOYAN NO. 57 KLUNGKUNG||KLUNGKUNG||A1|282293|
